TIPO_RELACIONAMENTO;TP;Produtos Alertados;Empresas Alertadas;Descrição códigos Operacional;códigos Operacional;códigos Operacional M-1;Escore Final M-1;Valor Envolvido;ID Comunicado;Vlr Envolvido Comunicado;códigos Operacional Comunicado;Nova Pontuação;Data limite de análise;Data classificação risco;Data relacionamento Porto;Tempo de Relacionamento Porto;Data de nascimento ou fundação;Pontuação data nasc./fundação;Descrição data nasc./fundação;Cidade;UF;CEP;Pontuação CEP;Descrição CEP Risco;Descrição Endereço Igual;Pontuação Endereço Igual;Descrição Email Igual;Pontuação Email Igual;Última atualização cadastral;Descrição atualização cadastral;Pontuação atualização cadastral;Profissão econômica;Pontuação Profissão econômica;CNAE;Descrição do CNAE;Pontuação atividade econômica;Origem Renda/Fat médio;Renda/Fat médio;Pontuação Renda/Fat médio;Faixa Renda e/ou Fat médio;Renda IBGE;PEP;Pontuação PEP;Dossiê;Pontuação Dossiê;Detalhe da Ocorrência Dossiê;Pontuação Listas de Vigilância;Listas de vigilância;Descrição Listas de Vigilância;Pontuação Mídia;Detalhe/Resumo da Mídia;Pontuação Processos judiciais;Descrição Processos judiciais;Tem sócios?;Escore Socio;Tem participante?;Escore Participante;score_kyc_rep;Score Operacional;Score Produtos;Escore Final;ID;mes_origem;Conclusão
Cliente Global;F;Cartão;Porto Seg;Clientes que, durante o período de 12 meses, tenham ultrapassado o limite de gastos mensais, cujo montante exceda em 50% o valor do limite de crédito em pelo menos 6 meses. Valor mínimo do limite R$ 50.000,00. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_19 / BACEN_30;BACEN_19 / BACEN_30;2072;3160090;202312000429;3038865;BACEN_19 / BACEN_30;0;9/28/24;8/14/24;6/14/13;11;7/23/83;0;;Brasilia;DF;71215-100;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Tue Jul 16 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;PH3A;16.541,00;70;Renda mensal entre 15 e 35 Mil;5659;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;490;1400;181;2071;202407000330;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses). / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_22 / BACEN_23;;;2588183;202404000738;2278011;BACEN_22 / BACEN_23;0;9/28/24;8/14/24;12/8/15;8;6/30/82;0;;Poa;SP;08564-060;0;;;;;0;Sat Jun 15 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;3486;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;156;450;1200;181;1831;202407000335;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;BACEN_30;1181;637945;202312000583;688213;BACEN_30;0;9/28/24;8/14/24;4/2/20;4;7/7/68;0;;Guaira;PR;85980-000;100;CEPs com restrição de entrega pelos Correios / CEPs disponíveis para os 112 municípios com fronteira simples;CEPs com restrição de entrega pelos Correios / CEPs disponíveis para os 112 municípios com fronteira simples;;;0;Sat Jun 29 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;AUXILIAR DE ESCRITORIO;0;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;3340;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;400;600;181;1181;202407000389;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;BACEN_23;1131;121968;;;;0;9/28/24;8/14/24;2/27/15;9;12/21/62;0;;Limeira;SP;13486-566;0;;;;;0;Wed Jul 31 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;4548;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;120;350;600;181;1131;202407000407;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;BACEN_23;1111;103856;;;;0;9/28/24;8/14/24;12/28/15;8;3/7/87;0;;Nova Iguacu;RJ;26298-000;0;;;;;0;Sat May 04 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;49.543,00;80;Renda mensal entre 35 e 50 Mil;2344;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;101;330;600;181;1111;202407000412;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;146338;;;;0;9/28/24;8/14/24;11/1/15;8;4/22/89;0;;Campinas;SP;13097-221;0;;;;;0;Sun Jul 21 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;PH3A;21.839,00;70;Renda mensal entre 15 e 35 Mil;11951;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;150;320;610;181;1111;202407000416;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_14 / BACEN_22;BACEN_14;491;581722;;;;0;9/28/24;8/14/24;2/1/23;1;8/15/76;0;;Sao Jose Dos Campos;SP;12242-000;0;;;;;0;Wed Jul 31 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;CORRETORES DE SEGUROS;0;;;0;PH3A;58.857,00;100;Renda mensal superior a 50 Mil;18046;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;80;300;610;181;1091;202407000427;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00.;BACEN_14 / BACEN_20;BACEN_14 / BACEN_20;1091;97170;;;;0;9/28/24;8/14/24;9/25/15;8;12/19/92;0;;Barueri;SP;06465-134;0;;Endereço igual;;;0;Fri Mar 22 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;ADMINISTRADORES;0;;;0;QUOD;41.000,00;80;Renda mensal entre 35 e 50 Mil;29572;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;500;500;410;181;1091;202407000428;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_14 / BACEN_30;BACEN_14 / BACEN_23 / BACEN_30;1691;617051;;;;0;9/28/24;8/14/24;11/18/15;8;8/3/80;0;;Salvador;BA;41701-065;0;;;;;0;Fri Nov 24 2023 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;PH3A;106.120,00;100;Renda mensal superior a 50 Mil;33189;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;71;300;610;181;1091;202407000429;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes pessoa física ou pessoa jurídica que tenham realizado, dentro do mesmo mês, mais de 10 e 20 compras em um mesmo estabelecimento, respectivamente, cujo total dos gastos sejam de valor igual ou superior a R$ 20.000,00 (PF)e R$ 50.000,00 (PJ), respectivamente. Se houver foi alertada nos último / Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00.;BACEN_17 / BACEN_20;BACEN_17 / BACEN_20;1151;87589;;;;0;9/28/24;8/14/24;3/5/15;9;3/2/87;0;;Fazenda Rio Grande;PR;83833-332;50;CEPs com restrição de entrega pelos Correios;CEPs com restrição de entrega pelos Correios;;;0;Fri Jul 19 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;31.970,00;70;Renda mensal entre 15 e 35 Mil;3770;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;170;170;800;181;1151;202407000395;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes pessoa física ou pessoa jurídica que tenham realizado, dentro do mesmo mês, mais de 10 e 20 compras em um mesmo estabelecimento, respectivamente, cujo total dos gastos sejam de valor igual ou superior a R$ 20.000,00 (PF)e R$ 50.000,00 (PJ), respectivamente. Se houver foi alertada nos último / Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00.;BACEN_17 / BACEN_20;BACEN_17 / BACEN_20;1132;204108;;;;0;9/28/24;8/14/24;3/16/19;5;3/2/86;0;;Belo Horizonte;MG;31365-000;0;;;;;0;Mon Apr 22 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;95.525,00;100;Renda mensal superior a 50 Mil;6632;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;151;151;800;181;1132;202407000398;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;BACEN_30;1056;382413;;;;0;9/28/24;8/14/24;6/20/17;7;10/31/92;0;;Parnamirim;RN;59153-903;0;;;;;0;Sat May 18 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;56.962,00;100;Renda mensal superior a 50 Mil;9591;Relacionado;125;Não;0;;0;;;0;;0;;Não;;Sim;130;275;600;181;1056;202407000445;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;BACEN_30;981;314459;;;;0;9/28/24;8/14/24;12/16/17;6;4/28/80;0;;Guarulhos;SP;07097-420;0;;;;;50;Tue Jul 09 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;5468;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;200;600;181;981;202407000510;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;BACEN_23;981;71500;;;;0;9/28/24;8/14/24;11/1/15;8;1/14/83;0;;Taboao Da Serra;SP;06765-001;0;;Endereço igual;;;0;Thu Jul 18 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;59.538,00;100;Renda mensal superior a 50 Mil;4231;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;100;200;600;181;981;202407000512;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;BACEN_30;931;371600;;;;0;9/28/24;8/14/24;8/15/15;8;7/8/55;0;Entre 65 e 79 anos;Sao Paulo;SP;02345-040;0;;;;;0;Wed Jun 19 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;12408;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;100;150;600;181;931;202407000580;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;BACEN_22;1231;647093;202404000767;1217527;BACEN_22;0;9/28/24;8/14/24;4/20/16;8;7/6/72;0;;Praia Grande;SP;11700-430;0;;Endereço igual;;;0;Fri Jul 26 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;PH3A;6.329,00;50;Renda mensal entre 5 e 15 Mil;5958;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;450;600;181;1231;202407000377;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;BACEN_22;1181;1185735;;;;0;9/28/24;8/14/24;10/1/15;8;2/18/80;0;;Sao Paulo;SP;04536-001;0;;Endereço igual;;;0;Wed May 22 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;ADVOGADO;100;;;0;PH3A;10.241,00;50;Renda mensal entre 5 e 15 Mil;27013;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;151;400;600;181;1181;202407000387;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;BACEN_22;1181;627221;202406000289;611788;BACEN_22;0;9/28/24;8/14/24;11/30/12;11;8/25/69;0;;Sao Paulo;SP;05704-070;0;;;;;0;Tue Jun 11 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;ADVOGADOS;100;;;0;PH3A;13.924,00;50;Renda mensal entre 5 e 15 Mil;25508;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;120;350;600;181;1131;202407000402;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;;;720099;202307000461;764963;BACEN_22;0;9/28/24;8/14/24;1/14/13;11;12/1/68;0;;Indaiatuba;SP;13342-150;0;;;;;0;Sun May 19 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;MEDICOS CLINICOS;0;;;0;PH3A;30.583,00;70;Renda mensal entre 15 e 35 Mil;10531;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;81;270;600;181;1051;202407000447;202407;Não Comunicar
Cliente Global;F;CDC / Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses). / CDC recusado.;BACEN_14 / BACEN_22 / BACEN_33;BACEN_14;461;935590,8;202307000440;1113795,1;BACEN_14 / BACEN_22 / BACEN_33;;9/28/24;8/14/24;7/14/16;8;6/20/80;0;;Sao Paulo;SP;04028-002;0;;;0;;0;7/21/24;;0;DIRETOR GERAL DE EMPRESA E ORGANIZACOES (EXCETO DE INTERESSE PUBLICO);0;;;0;PH3A;18.770,12;70;Renda mensal entre 15 e 35 Mil;24.450,04;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;170;270;610;181;1061;202407000441;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;;;886873;202309000479;589382;BACEN_22;0;9/28/24;8/14/24;11/11/16;7;9/20/83;0;;Palmas;TO;77020-528;0;;;;;0;Sun Sep 17 2023 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;AUXILIAR DE ESCRITORIO;0;;;0;PH3A;10.776,00;50;Renda mensal entre 5 e 15 Mil;12.065,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;170;250;600;181;1031;202407000453;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;;;559678;202309000356;563922;BACEN_22;0;9/28/24;8/14/24;3/31/16;8;7/24/84;0;;Palhoca;SC;88137-120;0;;;;;0;Tue Jul 02 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;AUXILIAR DE ESCRITORIO;0;;;0;PH3A;8.873,00;50;Renda mensal entre 5 e 15 Mil;11.385,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;150;250;600;181;1031;202407000455;202407;Não Comunicar
Cliente Global;F;Cartão / Consórcio;Consórcio / Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00. / Consórcio recusado.;BACEN_30 / BACEN_35;BACEN_24 / BACEN_30;1751;696449;;;;0;9/28/24;8/14/24;11/18/12;11;7/14/65;0;;Sao Paulo;SP;04602-002;70;CEPs de regiões próximas a favelas;Endereço igual;;;0;Wed Jul 31 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;CORRETOR DE SEGUROS;0;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;25.015,00;Não;0;Sim;50;Código: 8 - TRATATIVA DIFERENCIADA **/** Código: 21 - SINISTRO DE VIDA;0;;;0;;0;;Não;;Não;;370;600;181;1151;202407000394;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;38250;;;;0;9/28/24;8/14/24;7/4/18;6;3/5/80;0;;Sao Paulo;SP;02030-000;120;CEPs de regiões próximas a favelas / CEPs de regiões próximas a rodoviárias;CEPs de regiões próximas a favelas / CEPs de regiões próximas a rodoviárias;;;0;Mon Jul 29 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;GERENTE DE VENDAS;0;;;0;QUOD;4.803,00;30;Renda mensal entre 2.400 e 5 Mil;8.705,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;850;80;1080;202407000433;202407;Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;BACEN_23;931;59534;;;;0;9/28/24;8/14/24;1/19/15;9;6/28/76;0;;Sao Paulo;SP;02965-140;0;;;;;0;Fri Jul 26 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;5.401,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;600;181;931;202407000579;202407;Não Comunicar
Cliente Global;J;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;982249;;;;0;9/28/24;8/14/24;7/11/23;1;10/19/20;0;;Sao Paulo;SP;04543-011;0;;;;;0;Tue Jul 11 2023 00:00:00 GMT-0300 (Hora oficial do Brasil);Atualização Cadastral;1;;0;6311900;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET;0;Serasa;9.167,00;10;Faturamento mensal menor que 180 Mil;28.294,00;Não;0;Não;0;;0;;;0;;0;;Sim;50;Não;;50;850;80;980;202407000520;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses).;BACEN_22;BACEN_22 / BACEN_23;1701;459744;;;;0;9/28/24;8/14/24;10/6/16;7;2/28/80;0;;Rio De Janeiro;RJ;22776-070;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Tue Apr 23 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;51.127,00;100;Renda mensal superior a 50 Mil;16.890,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;320;600;181;1101;202407000420;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;63964;;;;0;9/28/24;8/14/24;8/22/15;8;1/10/75;0;;Santa Rosa De Viterb;SP;14270-000;0;;;;;0;Thu Jul 18 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;AUXILIAR DE ESCRITORIO;0;;;0;QUOD;79.778,00;100;Renda mensal superior a 50 Mil;4.075,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;121;300;600;181;1081;202407000431;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;26993;;;;0;9/28/24;8/14/24;2/8/22;2;4/6/01;0;Entre 18 e 24 anos;Santana De Parnaiba;SP;06543-000;0;;;;;0;Mon Jul 01 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;ADMINISTRADOR;0;;;0;QUOD;6.447,00;50;Renda mensal entre 5 e 15 Mil;23.135,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;50;850;80;980;202407000518;202407;Não Comunicar
Cliente Global;J;Capitalização;PortoCap;Clientes que realizem a aquisição de títulos de capitalização de pagamento único igual ou superior a R$ 1.000.000,00.;SUSEP_09;;;2218901;;;;0;9/28/24;8/14/24;4/30/13;11;11/16/66;0;;Rio De Janeiro;RJ;20060-000;0;;;;;0;Tue Jun 18 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;;0;6511101;SEGUROS DE VIDA;0;Serasa;125.000.000,00;100;Faturamento mensal superior a 4,8 milhões;4.369,00;Não;0;Não;0;;0;;;0;;0;;Sim;10;Não;;100;850;80;1030;202407000466;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00.;BACEN_20;BACEN_20;901;68290;;;;0;9/28/24;8/14/24;12/1/12;11;3/17/54;0;Entre 65 e 79 anos;Sao Paulo;SP;03823-000;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Fri Jul 26 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;91.563,00;100;Renda mensal superior a 50 Mil;3.366,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;320;400;181;901;202407000612;202407;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;160000;;;;0;9/28/24;8/14/24;5/4/18;6;10/18/86;0;;Sao Paulo;SP;01104-000;0;;;;;0;Tue Jul 23 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;DIRETOR GERAL DE EMPRESA E ORGANIZACOES (EXCETO DE INTERESSE PUBLICO);0;;;0;QUOD;12.565,00;50;Renda mensal entre 5 e 15 Mil;4.454,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;50;850;80;980;202407000516;202407;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Clientes que realizem a mudança do bem segurado e/ou o aumento do valor de cobertura (no mesmo ramo) com variação igual ou superior a 100% e igual ou superior a R$ 100.000,00.;SUSEP_04;;;308863;;;;0;9/28/24;8/14/24;4/18/15;9;7/26/72;0;;Porto Alegre;RS;90470-340;0;;;;;0;Fri Jul 19 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;DIRIGENTES DE PARTIDOS POLITICOS;100;;;0;QUOD;44.680,00;80;Renda mensal entre 35 e 50 Mil;23.952,00;PEP;350;Não;0;;0;;;0;;0;;Não;;Sim;130;530;300;80;910;202407000603;202407;Não Comunicar
